Company,Address,Phone,Fax,Email,Website,Contact person,Turnover  
Femekko BV,Veerweg 12  5145 NS Waalwijk ,+31 416562600,+31 416562605,info@bronxshoes.com,http://www.bronxshoes.com,Mr. G.H. Dijkmans,"21,524,242 EUR"
Fenner Dunlop B.V.,Oliemolenstraat 2  9203 ZN Drachten ,+31 512585555,+31 512524599,marketing.drachten@dunlopcb.com,http://www.dunlopconveyorbelting.com,Mr. E.R. Have,"74,960,000 EUR"
Ferm BV,Lingenstraat 6  8028 PM Zwolle ,+31 383852525,+31 383855077,info@ferm.com,http://www.ferm.com,Mrs. J.A. Bakker-van Ingen,"47,958,017 EUR"
Ferring BV,Polarisavenue 130  2132 JX Hoofddorp ,+31 235680300,+31 235651735,info@ferring.nl,http://www.ferring.nl,Mrs. A. Goedknegt,"30,397,000 EUR"
Ferro Techniek BV,Bremstraat 1  7011 AT Gaanderen ,+31 315339922,+31 315339899,info@ferrotechniek.com,http://www.ferrotechniek.com,  ,"16,816,000 EUR"
Ferroli Nederland,Konijnenberg 24  4825 BD Breda ,+31 765725725,+31 765725780,info@ferroli.nl,http://www.ferroli.nl,Mr. R. Schurink,"43,891,000 EUR"
Ferrostaal Piping Supply BV,Moerseweg 3  4927 SJ Hooge Zwaluwe ,+31 168489200,+31 168483197,info-fps-bv@manfps.com,http://www.manferrostaal.com,Mr. A. Berkhout,"28,808,240 EUR"
FHG Faber Pallets BV,Hoofdvaartsweg 66  9406 XC Assen ,+31 592391911,+31 592391500,faber@palletinfo.nl,http://www.palletinfo.nl,Mr. G. Vijfschagt,"222,731,889 EUR"
FHG Halbertsma Pallets (Grouw) BV,J.W. de Visserwei 12  9001 ZE Grouw ,+31 566629400,+31 566629444,halbertsma@palletinfo.nl,http://www.palletinfo.nl,Mrs. I. Faber,"222,731,889 EUR"
FHG Phoenix Pallets BV,Randweg 15 -17  8061 RW Hasselt ,+31 384772020,+31 384772952,info@palletinfo.nl,http://www.palletinfo.nl,Mrs. I. Faber,"260,108,412 EUR"
Fiat Auto Nederland BV,Singaporestraat 92 -100  1175 RA Lijnden ,+31 203421700,+31 203421707,info@fgacapital.nl,http://www.fiat.nl,Mr. A.D. Selier,"205,791,000 EUR"
Fiat Group Automobiles Netherlands B.V.,Singaporestraat 92  1175 RA Lijnden ,+31 203421700,+31 203421707,,http://www.fiat.nl,Mr. J.M.P.G. Flipsen,"250,594,000 EUR"
Fiege B.V.,Daalderweg 1  1507 DS Zaandam ,+31 756501601,+31 756501690,info@fiege.nl,http://www.fiege.nl,Mr. K. Damveld,"20,909,262 EUR"
Fikszo BV,Twijnstraweg 2  2941 BW Lekkerkerk ,+31 180666444,+31 180666489,homedesign@fikszo.com,http://www.fikszo.com,Mr. J. Stout,"896,241,000 EUR"
Filcom BV,Noordhoek 7  3351 LD Papendrecht ,+31 786158122,+31 786159275,info@filcom.nl,http://www.filcom.nl,Mr. G.J. Salm,"11,909,764 EUR"
Filippo Vastgoed I. BV,Lokhorstweg 26  3851 SE Ermelo ,+31 341553844,+31 341554838,info@filippo.nl,http://www.filippo.nl,Mr. H. Filippo,"75,539,370 EUR"
Finsa BV,Westerhavenweg 12  4382 NM Vlissingen ,+31 118471222,+31 118472400,holland@finsa.es,http://www.finsa.com,Mr. E.M. Roland,"32,148,175 EUR"
Firma J. Doppenberg,Ruitenbeek 24  3881 LW Putten ,+31 341352160,+31 341361760,j.doppenberg@planet.nl,,Mr. J. Doppenberg,"10,000,000 EUR"
Fischer Benelux BV,Amsterdamsestraatweg 45 BC  1411 AX Naarden ,+31 356956666,+31 356956699,algemeen@fischer.nl,http://www.fischer.nl,Mr. R.P. Hensen,"9,601,494 EUR"
Fisher Emergo BV,Scheepsbouwersweg 1 B  1121 PC Landsmeer ,+31 204877080,+31 204877070,nl.info@thermofisher.com,http://www.emergolab.com,Mr. J. de Haer,"19,211,000 EUR"
Fishpartners BV,Haringweg 39  3751 BG Bunschoten-Spakenburg ,+31 332998010,+31 332998011,info@fishpartners.nl,http://www.fishpartners.nl,Mr. S. Nijkamp,"184,035,445 EUR"
Five 4 U. BV,Zonnebaan 2  3542 EC Utrecht ,+31 302415555,+31 302415656,info@five4u.nl,http://www.five4u.nl,Mr. M. Slagter,"210,663,257 EUR"
Flamingo Parket BV,Harselaarseweg 49 -51  3771 MA Barneveld ,+31 342404222,+31 342404221,info@flamingoparket.nl,http://www.flamingoparket.nl,Mr. L. Versteeg,"7,000,000 EUR"
Flashlight Rental BV,Proostwetering 50  3543 AH Utrecht ,+31 302428888,+31 302428892,info@flashlight.nl,http://www.ampco-flashlight.com,Mr. D. van Berkum,"38,353,959 EUR"
Flatfield Multiprint International BV,Lingewei 101  4004 LH Tiel ,+31 344622556,+31 344613652,info@flatfield.nl,http://www.flatfield.nl,Mr. F.J. Pastoor,"18,500,000 EUR"
Flex-I-Trans BV,De Geerden 14  5334 LE Velddriel ,+31 418638200,+31 418638238,info@flexitrans.nl,http://www.flexitrans.com,Mr. G. van Weegberg,"11,876,038 EUR"
Flexoplast BV,Industrieweg 1  8861 VH Harlingen ,+31 517432626,+31 517432643,sales@flexoplast.nl,http://www.flexoplast.nl,Mr. J.H. van der Meer,"877,420,000 EUR"
Flir Commercial Systems BV,Charles Petitweg 21  4847 NW Teteringen ,+31 765794197,+31 765244666,flir@flir.com,http://www.flir.com,Mr. G. Pas,"105,588,811 EUR"
Floris Holland BV,Middel Broekweg 29  2675 KB Honselersdijk ,+31 174615500,+31 174622011,admin.westland@agoragroup.com,http://www.agoragroup.com,Mr. W. Ton,"49,508,000 EUR"
Flowserve BV,Parallelweg 6  4878 AH Etten-Leur ,+31 765028200,+31 765028487,info-fsd-europe@flowserve.com,http://www.flowserve.com,Mr. J.M. Nanos,"692,354,000 EUR"
FMC Separation Systems BV,Delta 101  6825 MN Arnhem ,+31 267999100,+31 267999119,cds@fmcti.com,http://www.fmctechnologys.com/separationtechnologys,Mr. T. Munkejord,"26,176,207 EUR"
Fondel Metals BV,Boezembocht 23  3034 KA Rotterdam ,+31 104135207,+31 104114133,andy.otto@fondel.com,http://www.fondel.com,Mr. A.T. Otto,"320,047,170 EUR"
Forbo Flooring BV,Industrieweg 12  1566 JP Assendelft ,+31 756477477,+31 756477701,info@forbo-flooring.com,http://www.forbo-flooring.com,  ,"240,292,000 EUR"
Forbo Siegling Nederland BV,Van Rensselaerweg 1  6956 AV Spankeren ,+31 313491111,+31 313422314,siegling.nl@forbo.com,http://www.forbo-siegling.com,Mr. H.D. Brehm,"389,211,000 EUR"
Fortuna Frutos Continental BV,Oslo 17  2993 LD Barendrecht ,+31 180751400,+31 180751444,info@fortuna-frutos.com,http://www.fortuna-frutos.com,  ,"22,000,000 EUR"
Fotoquelle Nederland BV,Laan van de Leeuw 18  7324 BD Apeldoorn ,+31 552000123,+31 252620728,info@fotoquelle.nl,http://www.fotoquelle.nl,Mr. A. Zewers,"7,116,000 EUR"
Four Seasons Quality BV,Achterweg 2  1424 PR De Kwakel ,+31 297360498,+31 297324600,info@fsq.nl,http://www.fsq.nl,Mr. H. van Veen,"12,500,000 EUR"
"Francesco Cristofoli, Italiaanse Wijnen en Delicatessen BV",Schieweg 33  2627 AT Delft ,+31 152519860,+31 793616963,info@cristofoli.nl,http://www.cristofoli.nl,Mr. K. van der Wal,"344,807,000 EUR"
Franke Nederland BV,Lage Dijk 13  5705 BX Helmond ,+31 492585111,+31 492585250,fnl-info@franke.com,http://www.franke.nl,Mr. W.L.M. van der Linden,"30,086,000 EUR"
Frankort & Koning BV,Venrayseweg 126  5928 RH Venlo ,+31 773897272,+31 773826134,mailbox@frankort.nl,http://www.frankort.nl,Mr. E. Bongaerts,"246,167,903 EUR"
Frans De Witte Active Camping BV,Duwboot 22 B  3991 CE Houten ,+31 793471111,+31 793471118,,,Mr. D.F. MacLaine Pont,"291,351,000 EUR"
Free Factory Outlet,Essebaan 55  2908 LJ Capelle a.d. IJssel ,+31 102844777,+31 102844722,,http://www.freerecordshop.nl,Mr. J.A. Breukhoven,"288,648,000 EUR"
Frencken Europe BV,Hurksestraat 16  5652 AJ Eindhoven ,+31 402507507,+31 402507518,group@frencken.nl,http://www.frencken.nl,Mr. S.J. van Sprang,"94,095,226 EUR"
Freudenberg Household Products BV,Westervoortsedijk 73  6827 AV Arnhem ,+31 263665558,+31 263665902,info.nl@fhp-www.com,http://www.fhp-www.com,Mr. J.H.C. Ariëns,"3,500,000,000 EUR"
Frico Cheese Packaging,Handelstraat 11  4143 HT Leerdam ,+31 345634200,+31 345634233,cheese@frico.nl,,Mr. W.P. Schep,"3,516,900,000 EUR"
Frieslandcampina Werknemers BV,Frisaxstraat 4  8471 ZW Wolvega ,+31 561692222,+31 418571582,mail@nutrifeed.com,http://www.frieslandcampina.com,Mr. P. van der Hoek,"3,655,000,000 EUR"
Frisia Zout BV,Lange Lijnbaan 15  8861 NW Harlingen ,+31 517492499,+31 517413311,info@esco-salt.com,http://www.esco-salt.com,Mr. L.P.T. Mulder,"53,941,349 EUR"
Friso Nederland BV,Teteringsedijk 227  4817 ME Breda ,+31 765798000,+31 765716945,,http://www.friso.nl,Mr. J.J. Peek,"93,420,000 EUR"
Fujifilm Manufacturing Europe B.V.,Oudenstaart 1  5047 TK Tilburg ,+31 135791911,+31 135791197,stuc@fuji.ef.nl,http://www.fujitilburg.nl,Mr. P. Struik,"455,846,000 EUR"
Fujitsu Components Europe BV,Diamantlaan 25  2132 WV Hoofddorp ,+31 235560910,+31 235560952,wim.denheld@fceu.fujitsu.com,http://www.emea.fujitsu.com/components,Mr. S. Sato,"57,713,000 EUR"
Funderingstechnieken Verstraeten BV,Brugsevaart 6  4501 NE Oostburg ,+31 117457575,+31 117457550,fundex.nl@fundexgroup.com,http://www.fundexgroup.com,Mr. E. Revoort,"7,500,000 EUR"
Fundia Nedstaal B.V.,Ruigenhil 3  2952 AR Alblasserdam ,+31 786923100,+31 786921192,,http://www.fundia.com,Mr. A. Moliis-Mellberg,"232,448,000 EUR"
Funea Broadband Services BV,Gouden Rijderstraat 1  4903 RD Oosterhout ,+31 162475800,+31 162455751,info@funea.com,http://www.funea.com,Mr. R.C.D.J. Knetsch,"1,060,179,000 EUR"
Funke Antennen BV,Industrieweg 8  5281 RW Boxtel ,+31 411672440,+31 411684885,,http://www.funke.nl,Mr. S.A.C.M. Baaijens,"7,000,000 EUR"
Fyffes BV,Marconistraat 19 A  3029 AE Rotterdam ,+31 102445300,+31 102445302,info@fyffes.com,http://www.fyffes.com,Mr. C. Bos,"137,058,000 EUR"
G. Beens & Zn BV,Randweg 16  8061 RW Hasselt ,+31 384778160,+31 384778177,info@bewe.nl,http://www.bewe.nl,Mr. D. Beens,"23,000,000 EUR"
G. Beens & Zn. B.V.,Randweg 16  8061 RW Hasselt ,+31 384778160,+31 384778177,info@bewe.nl,http://www.bewe.nl,Mr. D. Beens,"23,000,000 EUR"
G. Bijdendijk BV,Molenakker 2  8077 TK Hulshorst ,+31 341370371,+31 341370444,,http://www.bijdendijk.nl,Mr. H. Bouw,"30,000,000 EUR"
G. Kwetters en Zn BV,Veensesteeg 18  4264 KG Veen ,+31 416695900,+31 342414699,info@kwetters.com,http://www.kwetters.com,Mr. P. Kwetters,"129,506,306 EUR"
G. van den Bergh Nymegen Beheer BV,Postweg 50 A  6523 LD Nijmegen ,+31 243277777,+31 243234575,,,Mr. S.W.L. Smits,"111,225,000 EUR"
G.H. Lukassen en Zoon BV,Laagraven 11 -13  3439 LG Nieuwegein ,+31 302885557,+31 302891202,info@lukassenagf.nl,http://www.lukassenagf.nl,Mr. G.H. Lukassen,"23,000,000 EUR"
G.H. Prins en Zonen BV,Hoogeveenenweg 115  2913 LV Nieuwerkerk a.d. IJssel ,+31 180330150,+31 206110465,,http://www.prolinepetfood.com,Mr. R.F.J. Prins,"6,000,000 EUR"
G.H.A. van Gils BV,Kleibultweg 48  7575 BV Oldenzaal ,+31 541850100,+31 541850293,info@vangils.nl,http://www.vangils.nl,Mr. M.G.J.M. van Gils,"15,104,764 EUR"
Gaba BV,Leeuwenveldseweg 5 N  1382 LV Weesp ,+31 294491990,+31 294491984,info@gaba-bv.nl,http://www.gaba.com,Mrs. A. Parlanda,"14,966,000 EUR"
Gamko BV,Mon Plaisir 75  4879 AL Etten Leur ,+31 765087500,+31 765014404,r.buisman@gamko.nl,http://www.gamko.nl,Mr. P. Naaikens,"194,759,000 EUR"
Garage Co. Borst BV,Harlingerstraat 14  1704 BT Heerhugowaard ,+31 725719010,+31 725711135,info@coborst.nl,http://www.coborst.nl,Mr. N.B.H. Borst,"7,116,000 EUR"
Garcia BV,Van Hennaertweg 8  2952 CA Alblasserdam ,+31 786832266,+31 786911688,,http://www.garciajeans.com,Mr. P.J. Rombout,"35,200,000 EUR"
GARDENA Nederland,Jool Hulsstraat 20 -22  1327 HA Almere ,+31 365210000,+31 365210099,info@gardena.nl,,Mr. U.G.H. Kruitwagen,"20,638,000 EUR"
Gardner Denver Nederland BV,Barwoutswaarder 3 B  3449 HE Woerden ,+31 348410150,+31 348418079,sales.nl@gardnerdenver.com,http://www.eu.gardnerdenver.com,Mr. I.P.R. van Stekelenburg,"16,589,221 EUR"
Garfield Aluminium BV,'s-Gravelandseweg 244  3125 BK Schiedam ,+31 102382888,+31 104621851,info@garfield.nl,http://www.garfield.nl,Mr. L.M. van IJzerloo,"78,361,853 EUR"
Gasterra BV,Stationsweg 1  9726 AC Groningen ,+31 503648648,+31 503648600,info@gasterra.nl,http://www.gasterra.nl,Mr. G.J. Lankhorst,"18,400,000 EUR"
Gate Gourmet Amsterdam BV,Cateringweg 3  1118 AM Schiphol ,+31 206019222,+31 206015607,h.voskuil@gategourmet.com,http://www.gategourmet.com,Mr. R.R.M. van Dijk,"22,315,534 EUR"
Gatsometer BV,Claes Tillyweg 2  2031 CW Haarlem ,+31 235255050,+31 235276961,info@gatso.nl,http://www.gatso.com,Mr. N.T. Gatsonides,"13,217,055 EUR"
GCA Transport BV,Middenweg 28  4782 PM Moerdijk ,+31 168330000,+31 168330020,payable@nl.gcatrans.com,http://www.charlesandre.com,Mr. P.P. van de Reijt,"55,558,000 EUR"
GDB Nederland BV,Wageningselaan 10  3903 LA Veenendaal ,+31 318518351,+31 318526390,contact.nl@gdbi.com,http://www.gdbi.nl,Mrs. C.O. Nalines,"5,307,855 EUR"
Ge Healthcare Europe GmbH,De Rondom 8  5612 AP Eindhoven ,+31 402991000,+31 402991299,order.bnl@ge.com,http://www.gehealthcare.com,Mr. B. von Polheim,"22,000,000 EUR"
GE Polymer Logistics BV,Van Konijnenburgweg 99 A  4612 PL Bergen op Zoom ,+31 162372290,+31 164292940,info@polymerlogistics.com,http://www.thepallet.com,Mr. G. Feiner,"22,820,000 EUR"
Ge Power Controls Nederland BV,Parallelweg 10  7482 CA Haaksbergen ,+31 535730303,+31 535726315,infonl@gepc.ge.com,http://www.gepowercontrols.com,Mr. P.A. Marshall,"8,309,000 EUR"
GE Security BV,Kelvinstraat 7  6003 DH Weert ,+31 495583000,+31 495550042,info@gesecurity.nl,http://www.gesecurity.com,Mr. H. Waucquez,"90,756,043 EUR"
Gea Food Solutions Weert BV,De Fuus 8  6006 RV Weert ,+31 495457777,+31 495524125,info@gea.com,http://www.gea.com,Mr. H.P.M. Neijnens,"344,430,000 EUR"
Gea Goedhart BV,Nijverheidsweg 6  4695 RC St. Maartensdijk ,+31 166665665,+31 166663698,infogoedhart.nl@geagroup.com,http://www.goedhart.nl,Mr. H. Traas,"39,000,000 EUR"
Gea-Happel Nederland BV,Rivium Oostlaan 11  2909 LL Capelle a.d. IJssel ,+31 102350606,+31 102350607,rivium.hnl@geagroup.com,http://www.gea-happel.nl,Mr. T. Fens,"17,500,000 EUR"
Geberit BV,Fultonbaan 15  3439 NE Nieuwegein ,+31 306057700,+31 306053392,info.nl@geberit.com,http://www.geberit.nl,Mr. S.M. Portengen,"56,193,000 EUR"
Gebroeders Baltus Bloembollen BV,Kanaalweg 83  8171 LS Vaassen ,+31 578579999,+31 578579990,sales@bloembollen.com,http://www.bloembollen.com,Mr. J.C. Baltus,"7,437,000 EUR"
Gebrs. Kurvers BV,Oude Roderweg 28  6422 PE Heerlen ,+31 455751155,+31 455751834,info@wegenbouwkurvers.nl,http://www.wegenbouwkurvers.nl,Mr. R.M.H. Kurvers,"12,819,953 EUR"
"Gebrs. Willard, Groothandel Woningtextiel BV",Nikkelstraat 29  1411 AG Naarden ,+31 356996000,+31 356996016,info@willard.nl,http://www.willard.nl,Mr. J.J. Willard,"14,903,000 EUR"
Geca-Tapes BV,Lange Oijen 16  5433 NG Katwijk ,+31 485398111,+31 485320632,info@geca-tapes.com,http://www.polymergroupinc.com,Mr. F. Pörteners,"108,525,000 EUR"
Geelen Beton Posterholt BV,Heerbaan 58  6061 EE Posterholt ,+31 475401420,+31 475403311,posterholt@geelen-beton.nl,http://www.geelen-beton.nl,Mr. C.J. Geelen,"45,000,000 EUR"
Geelen Beton Wanssum BV,Geijsterseweg 12 A  5861 BL Wanssum ,+31 478532041,+31 478532348,wansum@geelen-beton.nl,http://www.geelen-beton.nl,  ,"29,901,508 EUR"
Geerlofs BV,Delftweg 66  2289 BA Rijswijk ,+31 703192132,+31 703192132,info@geerlofs.nl,http://www.geerlofs.nl,Mr. C. Smits,"19,069,750 EUR"
Geesa BV,Vanadiumweg 2  3812 PZ Amersfoort ,+31 334633214,+31 334637186,geesa@geesa.nl,http://www.geesa.nl,Mr. B. van der Steen,"146,557,363 EUR"
Gembeton Groningen BV,Jeverweg 8  9723 JE Groningen ,+31 505757222,+31 505734366,gembeton@wxs.nl,http://www.gembeton.nl,  ,"20,000,000 EUR"
Gems Metaalwerken BV,Industrieweg 9  7251 JT Vorden ,+31 575557177,+31 575557166,info@gems.nl,http://www.gems.nl,Mr. J. Grasmeijer,"7,500,000 EUR"
Genencor International BV,Archimedesweg 30  2333 CN Leiden ,+31 715686168,+31 715686169,receptionist_nl@genencor.com,http://www.genencor.com,Mr. H.M.E. Scheres,"226,793,826 EUR"
General Electric International (Benelux) BV,Bergschot 69 -2  4817 PA Breda ,+31 765733500,+31 164292940,,http://www.geadvancedmaterials.com,Mr. M. Janssens,"16,606,000 EUR"
General Motors Nederland BV,Lage Mosten 49 -63  4822 NK Breda ,+31 765448000,+31 765448800,opel.klantenservice@gm-customercare.com,http://www.opel.nl,Mr. K. Howkins,"714,341,000 EUR"
Genzyme Europe BV,Gooimeer 10  1411 DD Naarden ,+31 356991200,+31 356943214,info@genzyme.com,http://www.genzyme.com,Mr. R. Kenselaar,"783,367,000 EUR"
Geodis BM Netherlands BV,Kerkweg 199  2941 BK Lekkerkerk ,+31 180666666,+31 180662148,info@geodisbm.nl,http://www.geodisbm.com,Mr. A.H.J. de Kort,"30,823,084 EUR"
Geodis Wilson Management BV,Schiphol Boulevard 351 H-TOREN-7E  1118 BJ Schiphol ,+31 206557100,+31 206557192,,http://www.geodiswilson.com,Mr. P. Nechagen,"36,410,000 EUR"
Georg Fischer NV,Lange Veenteweg 19  8161 PA Epe ,+31 578678222,+31 578621768,nl.ps@georgfischer.com,http://www.georgfischer.com,Mr. E.R. Brouwer,"21,374,367 EUR"
Gerco Brandpreventie BV,Vrouwenmantel 5  2871 NJ Schoonhoven ,+31 182383577,+31 182383882,info@gerco.com,http://www.gerco.com,Mr. D. van Goudzwaard,"11,672,507 EUR"
Gerrijn BV,Constructieweg 20  3641 SB Mijdrecht ,+31 297288660,+31 297283562,info@gerrijn.nl,http://www.gerrijn.nl,Mr. E.A.G. van Rijn,"5,902,599 EUR"
Gerritsen Bouwgroep BV,Bennekomseweg 126  6871 KH Renkum ,+31 317398899,+31 317398890,info@gerritsenbouwgroep.nl,http://www.gerritsenbouwgroep.nl,Mr. J.J.G. Kalfs,"44,133,000 EUR"
Gerritsen Bouwgroep BV,Bennekomseweg 128  6871 KH Renkum ,+31 317398899,+31 317398890,info@gerritsenbouwgroep.nl,http://www.gerritsenbouwgroep.nl,Mr. M. van de Weerd,"41,422,746 EUR"
Gevavi Schoeisel BV,Punterweg 1  8042 PB Zwolle ,+31 384213364,+31 384215513,info@gevavi.nl,http://www.gevavi.nl,Mr. A. van Leeuwen,"16,000,000 EUR"
Geveke Bouw B.V.,Machlaan 35  9761 TK Eelde ,+31 505334777,+31 505340147,info@gevekebouw.nl,http://www.gevekebouw.nl,Mr. H. Leggedoor,"73,943,000 EUR"
Geveke Intern Transport BV,Barajasweg 60  1043 CP Amsterdam ,+31 205822828,+31 205822476,info@git.geveke.nl,http://www.geveke_interntransport.nl,Mr. A.C.B. Wiezer,"32,800,000 EUR"
Gfk Retail And Technology Benelux B.V.,Krijgsman 22  1186 DM Amstelveen ,+31 207133000,+31 206432000,,http://www.gfkbenelux.nl,Mr. A. Groot Enzerink,"1,164,000,000 EUR"
Giant Europe BV,Pascallaan 66  8218 NJ Lelystad ,+31 320296296,+31 320296200,info@giant-europe.com,http://www.giant-bicicles.com,Mr. K.H. Koo,"393,025,000 EUR"
Giant Europe Manufacturing BV,Pascallaan 66  8218 NJ Lelystad ,+31 320296296,+31 320296200,info@giant-europe.com,http://www.giant-bicycles.com,Mr. K.H. Koo,"393,025,000 EUR"
Gielissen Interiors & Exhibitions B.V.,Freddy van Riemsdijkweg 21  5657 EE Eindhoven ,+31 402353637,+31 402353698,info@gielissen.nl,http://www.gielissen.com,Mr. B.P.R.M. Wigman,"38,069,000 EUR"
Gielissen Ne'os Interieurprojecten,Graandijk 3  5704 RB Helmond ,+31 492531531,+31 492531599,info@gielissen.nl,http://www.gielissen.com,Mr. J. de Smit,"38,069,000 EUR"
Ginaf Service Ederveen BV,Bruinehorst 28  6744 PB Ederveen ,+31 318578333,+31 318578330,info@ginafservice.nl,http://www.ginafservice.nl,  ,"18,000,000 EUR"
Ginaf Trucks BV,Wageningselaan 24  3903 LA Veenendaal ,+31 318557444,+31 318510983,info@ginaf.nl,http://www.ginaf.nl,Mr. P. Oome,"10,000,000 EUR"
Gispen International BV,Parallelweg West 23  4104 AZ Culemborg ,+31 345474211,+31 345520169,info@gispen.nl,http://www.gispen.nl,Mr. P.C.J. Veer,"41,487,000 EUR"
GKN Service Benelux BV,Haarlemmerstraatweg 153 TM-157  1165 MK Halfweg ,+31 204070207,+31 204070217,ids.amsterdam@gkn.com,http://www.gkn.com,Mr. R. Laveber,"27,000,000 EUR"
Glasfabriek Sas van Gent BV,Westkade 20  4551 BV Sas van Gent ,+31 115458000,+31 115453754,,http://www.sasglas.com,Mr. M.C. Visser,"860,433,000 EUR"
Glasgroep Spliet & De Waal Buchsbaum BV,Briljantlaan 9  3523 CD Utrecht ,+31 302511966,+31 302521419,info@gswb.nl,http://www.gswb.nl,Mr. T.P.J. van den Ingh,"40,000,000 EUR"
Glasgroep Spliet & De Waal Lopik,Briljantlaan 9  3523 CD Utrecht ,+31 348552244,+31 348553554,info@gswb.nl,http://www.gswb.nl,Mr. T.P.J. van den Ingh,"40,000,000 EUR"
Glasrecycling Noord-Oost Nederland BV,Columbusstraat 20  7825 VR Emmen ,+31 591630370,+31 591632798,info@malta.nl,http://www.malta.nl,Mr. A. Steenbergen,"45,191,000 EUR"
Glaxosmithkline BV,Huis Ter Heideweg 62  3705 LZ Zeist ,+31 306938100,+31 306938431,info@gsk.com,http://www.gsk.nl,Mr. C. Hewitt,"224,547,000 EUR"
Glaxosmithkline Consumer Healthcare BV,Huis Ter Heideweg 62  3705 LZ Zeist ,+31 306938100,+31 306938799,receptie@gsk.com,http://www.gsk.com,Mr. C. Hewitt,"65,363,000 EUR"
Gloe & Zeitz BV,Pesetastraat 14  2991 XT Barendrecht ,+31 102040160,+31 104588807,info@gloe-zeitz.com,http://gloe-zeitz.com,Mr. T.P.C.M. Jongmans,"26,677,000 EUR"
Goglio North Europe BV,Provincialeweg 200  1506 MG Zaandam ,+31 756518000,+31 756518001,info.gne@goglio.it,http://www.goglio.it,Mr. B.J. Claus,"20,000,000 EUR"
Goldfish BV,Panserweg 14  9974 SL Zoutkamp ,+31 299363984,+31 299367232,info@goldfish.nl,http://www.goldfish.nl,Mr. N.C.M. Mooijer,"43,882,000 EUR"
Goltens Rotterdam BV,Lorentzweg 29  3208 LJ Spijkenisse ,+31 181465100,+31 104165712,rotterdam@goltens.com,http://www.goltens.com,Mr. M.C. Jeronimus,"8,434,324 EUR"
Goma BV,Ruurloseweg 80 A  7255 MA Hengelo ,+31 575468211,+31 575468275,info@goma.nl,http://www.goma.nl,Mr. F.A. Atema,"614,000,000 EUR"
Gondrand Traffic B.V.,Distriboulevard 27  4782 PV Moerdijk ,+31 168393939,+31 168393900,salesNL@gondrand-logistics.com,http://www.gondrand-logistics.com,Mr. F. Beuckens,"60,000,000 EUR"
Gondrand Traffic B.V.,Distriboulevard 27 Havennummer 570 1175 RK Lijnden ,+31 205858104,+31 205858110,info@gondrand.nl,http://www.gondrand-logistics.com,Mr. E. Meijer,"43,837,604 EUR"
Gondrand Traffic B.V. - Gondrand Traffic B.V. Aalsmeer,Legmeerdijk 313  1431 GB Aalsmeer ,+31 297381600,+31 297345868,aal@gondrand-logistics.com,http://www.gondrand-logistics.com,Mr. E. Meijer,"27,319,299 EUR"
Goossens Meubelen BV,De Beeke 4  5469 DW Erp ,+31 413211436,+31 413214189,info@goossenswonen.nl,http://www.goossenswonen.nl,Mr. R.E.M. Goossens,"94,876,304 EUR"
Gouda Damwand BV,Goudkade 18  2802 AA Gouda ,+31 182513344,+31 182520989,info@damwand.nl,http://www.damwand.nl,Mr. F. van Deest,"8,000,000 EUR"
Gouda Holland B.V.,Galgoord 5  2851 AW Haastrecht ,+31 182506200,+31 182506209,info@goudaholland.nl,http://www.goudaholland.com,Mr. R.G. Boot,"11,211,000 EUR"
Gouda Refractories BV,Goudkade 16  2802 AA Gouda ,+31 182591400,+31 182583959,info@goudavuurvast.nl,http://www.goudarefractories.com,Mr. T. van Rijn,"25,602,000 EUR"
