COMPANY,FSC_CODE,COUNTRY,CONTINENT,ADDRESS,CONT_PER,TELEPHONE,FAX,EMAIL,WEBSITE,ISSUDATE,EXPDATE,PRODUCTS
Georg Langer Blechwarenfabrik und Stahlbau GmbH,SCS-COC-00316,Germany,Europe,Innerstetal 9 D 38685 Langelsheim,"Mr. Wieczorek,",+ 49 5326 502 0,+ 49 5326 502 124,langer@langer-georg.de ,www.langer-georg.de,01.07.01,01.07.06,Outdoor furniture with timber from FSC-endorsed certified forest operations
Spagl GmbH,GFA-COC-1081,Germany,Europe,"Spaglstr. 2, 94116 Hutthurm",Mr.Frank Köppl,+49 8505 - 940 - 150,+ 49 8505 940 220,koeppl@spagl.de ,,18.11.02,17.11.07,"wooden frames, profile mouldings"
Ekki Hartholz,SCS-COC-00571,Germany,Europe,Flachsberg 343 28790 Schwanewede,Ekki Hartholz,+49 (0)4209-91480,+49 (0)4209-914810,info@hartholz.de ,www.hartholz.de,20.10.03,19.10.08,"to back brokering for sawnwood (only hardwoods) and various kinds of outdoor applications (flooring, decking, pergola, etc)."
Hecht & Kloth GmbH,SCS-COC-00585,Germany,Europe,Lloydstr. 1 28217 Bremen,Karl Heinz Mack,(04 21) 3 96 02-0,(04 21) 3 96 02-33,info@hecht-kloth.com ,www.hecht-kloth.com,20.10.03,19.10.08,"Back-to-back brokering for sawnwood, mouldings, scantlings and glued panels"
Transtadio Furniere GmbH & Co KG,SCS-COC-00545,Germany,Europe,Einsteinstraße 7 D-32052 Herford,Tim Neukirchner,49-05221/77006-0,49-05221/78176,transtadio@t-online.de ,,28.10.03,27.10.08,
Jobek GmbH Freizeitprodukte Deutschland,SW-COC-1041,Germany,Europe,Froschenseestrasse 45 A-B 87629 Füssen,Mr. Christian Ganseneder,0049 8362 929 – 0,0049 8362 929 – 200,cganseneder@jobek.com ,www.JOBEK.com,15.10.03,14.10.08,Furniture - outdoor / garden 100 Hammocks and hanging chairs 250000
Technische Holzprodukte Handels–GmbH (THP),SGS-COC-1643,Germany,Europe,"Woffenbacher Str. 17, D – 92318 Neumarkt i.d.OPf.",Peter Schnell,+49 (0)9181 3204-42,+49 (0)9181 3204-50,,,11.02.04,10.02.09,"palisades, posts and semi-circular palisades"
Tecklenborg Verlag,SGS-COC-1537,Germany,Europe,"Siemensstraße 4, D-48565 Steinfurt",Frau Stefanie Tecklenborg,+49 2552 920 163,+49 2552 920 160,,,16.10.03,15.10.08,Various kinds of publications
Mesko Pinsel GmbH,SGS-COC-1752,Germany,Europe,"Industriestraße 9, D-91632 Wieseth",Thomas Messerer,+49 9822 8285-12,+49 9822 8285-20,t.messerer@mesko.de ,,04.06.04,03.06.09,"Mainly beech, large variety of paint brushes"
"Faber-Castell Produktions GmbH, Faber-Castell Vertrieb GmbH, Faber-Castell Cosmetics GmbH",SGS-COC-1579,Germany,Europe,"Nürnberger Straße 2, D-90546 Stein",Mr. Hermann Belch,+49 (0)911 99 65 560,+49 (0) 911 99 65 627,hermann.belch@faber-castell.de ,,25.11.03,24.11.08,Writing utensils
"Hapke Forstarbeiten Holzhandel GmbH,",IMO-COC-22311,Germany,Europe,"Am Royberg 1, D, 21266 Jesteburg",Mr Friedrich Hapke,49-4183-5468,49-4183-3927,,,19.11.03,31.12.04,round timber
ScanTimber International GmbH,SGS-COC-1588,Germany,Europe,"Beim Industriehafen 57, D-28237",Mr. Kay Christian Hillmann,49 421 643 72 81,49 421 643 72 82,mail@scamtimber.com ,,08.12.03,07.12.08,"„Handel mit Schnittholz, Hobelware und Holzprodukten“ „Trading with sawn and plained timber and wooden items“"
HDM - GmbH (Holz Dammers),IMO-COC-23024,Germany,Europe,"Postfach 101580, D, 47405 Moers",Herr Richter,49-2841-1401-250,49-2841-1401,Holz-dammers@t-online.de ,www.holz-dammers.de,13.03.03,31.12.04,"production of block boards, MDF boards, laminated floors and trade"
Malag & Soltau Baustoffhandel GmbH,GFA-COC-1131,Germany,Europe,Lindenallee 14 15366 Dahlwitz-Hoppegarten,Dietmar Soltau,+49 03342 304444,+49 03342 301253,malag-soltau@t-online.de ,,14.01.04,13.01.09,"Garden wood, sawn timber, planed products, pallets and pallet parts, charcoal"
Rudolf Weber KG,GFA-COC-1124,Germany,Europe,Franz-Holl-Strasse 12-17 64732 Bad-Koenig,Edgar Weber,+49 06063 93130,+49 06063 931355,weber.kleiderbuegel@t-online.de ,www.coathanger.com,23.01.04,22.01.09,
"Ministerium für Landwirtschaft, Forsten und Fischerei Mecklenburg-Vorpommern",GFA-COC-1103,Germany,Europe,Paushöher Weg 1 19048 Schwerin,Dölle,+49 03855886213,r.doelle@lm.mvnet.de ,,,01.01.04,31.12.08,"Roundwood, firewood, christmas trees, ornamentary green, seeds"
Emde +Günther GmbH & Co KG,SCS-COC-00602,Germany,Europe,Schorlemer Straße 12 32839 Steinheim-Bergheim,Christoph Günther,0049 (0)5233-9494-0,0049 (0)5233-9494-443,christoph.guenther@eg-furniere.de ,www.eg-furniere.de,03.02.04,02.02.09,Manufacturer and distributor of veneer and roundwood
J.R. Bild & Rahmen GmbH,GFA-COC-1126,Germany,Europe,"Bosfelder Weg 73, 33378 Rheda-Wiedenbrück",Mrs. Bode,+49 05242 94665,+49 05242 9466 66,j.r.bildundrahmen@t-online.de ,,28.01.04,27.01.09,MDF Pictureframes
FREUNDESKREIS,IMO-COC-23373,Germany,Europe,Robert Bosch Str. 25 72810 Gomaringen,Mr Gessert,-13039,-7803,gessert@freundeskreis-goma.de ,www.freundeskreis-goma.de,12.02.04,31.12.04,"Fencelath, boxes, houshold articles"
BSV GmbH,GFA-COC-1109,Germany,Europe,Industriepark Urbacher Wald 56307 Dernbach,Roederstein,+49 2689 94100,+49 2689 2489,BSV-Dernbach@t-online.de ,,19.02.04,18.02.09,"Fenster, Haustüren, Gartenmöbel"
augusta-Heckenrose Werkzeugfabriken GmbH & Co. KG,SGS-COC-1618,Germany,Europe,"Sportfeldstraße, 14959 Trebbin",Mr. Michael Janicke,+49 033731 2323-14,+49 033731 2323-15,augusta-Janicke@t-online.de ,,14.01.04,13.01.09,appr.180.000 units
Nupfahl GmbH & Co. KG,SGS-COC-1619,Germany,Europe,"Müggenburger Strasse 24 A, D-20539 Hamburg",Mr. Frank Baesel,+49 40 780 90 950,+49 40 780 90 925,info@nupfahl.de ,,14.01.04,13.01.09,
Parkett Herter GmbH & Co. KG,SGS-COC-1540,Germany,Europe,"Ulrichstrasse 38, D-72116 Mössingen",Mr. Dr. Knoblauch-Mayer,+49 7473 915 55,"49 7473 915 57,",parkett.herter@t-online.de ,,16.10.03,15.10.08,"Hardwood, ready-made parquet"
"L. Tjaden GmbH, Kehlleistenfabrik",SCS-COC-00238,Germany,Europe,Am Borssumer Hafen D-26725 Emden,Mrs. Rose-Marie Grond,+ 49 4921 22098,+ 49 4921 32660,ltjaden@emsnet.de ,,01.03.01,01.03.06,Molding profiles and round rods of solid wood from FSC endorsed certified suppliers
Kortbus GmbH,GFA-COC-1157,Germany,Europe,"Graf Zeppelin Ring 10, 48346 Ostbevern",Mr Holz,-98763,-965302,k.holz@kortbus.de ,www.kortbus.de,12.07.04,11.07.09,"Laubholz, Rund – und Schnittholz"
Doellken & Praktikus GmbH,SCS-COC-00301,Germany,Europe,Beisenstr. 52 45964 Gladbeck,Katja Ewers,+ 49 2043 979 141,+ 49 2043 979 399,katja-ewers@doellken.com ,www.doellken.de,01.07.01,01.07.06,"Distributor of battens, laths, solid wood mouldings, film-laminated mouldings, MDF-Mouldings. Either 100% or a minimum percentage (as stated on on-product labels, invoices, and product descriptions) of the wood used in making the product line of product is FSC-certified."
GLUNZ AG Werk Meppen,IMO-COC-21130,Germany,Europe,"Grecostr. 1, D-49716 Meppen",Mr. Alves,+ 49 5931 405 270,+ 49 5931 405209,alfons.alves@glunz.de ,www.glunz.de,04.07.01,31.12.04,MDF and HDF boards
Zassenhaus GmbH & Co. Kg,SKAL-COC-019837,Germany,Europe,Döringhauser Str. 35 58332 Schwelm,Mr. J. Osthoff,49 2336 928650,49 2336 5542,zassenhaus-schwelm@t-online.de ,,26.06.01,31.12.04,"household-mills (pepper and salt-mills, coffee-mills in different design and size). Also cutting boards, bowls and other utilities. Beside producing also trading of FSC-products is intended"
Holz.ConZert GmbH,GFA-COC-1024,Germany,Europe,"Kiefernweg 29, 18249 Norderstedt",Mr A. Paul,+ 49 40 533 09660,+ 49 40 533 09669,alain.paul@conzert.com ,,08.03.01,09.03.06,certified timber trade
A. Kesper GmbH,SGS-COC-0645,Germany,Europe,"Im Gewerbepark 1, 340508 Willingen",Anton Kesper,+ 49 56 3294 990,+ 49 56 3294 7749,,,21.03.01,20.03.06,Trading with household items from certified wood
Gunther Bachmann OHG,SGS-COC-0640,Germany,Europe,"Ludwig-Ganghofer-Strasse 8, D-84494 Neumarkt-street, Veit",Wolfgang Bachmann,+ 49 86 399 839,+ 49 86 399 839 44,,,14.03.01,13.03.06,Manufacture of slatted bedframes from at least 70% certified beech wood
Amazonas GmbH,SCS-COC-00291,Germany,Europe,Federseestraße 7 D-81249 München-Lochhausen,Joachim Fingerle,+ 49 89 8971 1750,+ 49 89 8971 1751,joachim.fingerle@amazonas-online.de ,www.amazonas-online.de,01.05.01,01.05.06,Hammock supports made from FSC-certified wood (agent and importer)
Zeller-Present GmbH,SCS-COC-00256,Germany,Europe,"Reifenbergstrasse 1, D-63939 Wörth",Barbara Markel,+ 49 93 72 989 020,+ 49 98 72 72720,umehrens@zeller-gmbh.com ,www.zeller-gmbh.com,01.04.01,01.04.06,"Importer, wholesaler, and distributor of articles of pine/spruce solid wood, birch plywood, MDF and gum tree wood from FSC-certified suppliers"
Udo Horeis- Holzimport und Holzproduktvermarktung,SCS-COC-00255,Germany,Europe,"Wendenstrasse 466, D-20537 Hamburg",Udo Horeis,+ 49 40 2150 44; 45,+ 49 40 219 5001,info@horeis-holz.de ,www.horeis-holz.de,01.04.01,01.04.06,"Importer, Wholesaler, and trader of sawn timber and solid wood products from FSC-endorsed certified supliers"
Glunz AG Werk Eiweiler,IMO-COC-21041,Germany,Europe,"Werkstr. 1, D-66265 Eiweiler",Mr. Kuhn,+ 49 6806 16 0,+ 49 6806 16 189,reuterg@glunzag.de ,www.glunz.de,06.03.01,31.12.04,MDF and HDF boards
Firma Neudeck,IMO-COC-21039,Germany,Europe,"Hamburger Str. 2, D-76726 Germersheim",Frau Gardow,+ 49 7274 959 119,+ 49 7274 959 191,h.gardow@neudeck.de ,,08.03.01,31.12.04,"timber, wooden doors"
Carl Koester & Sohn GmbH,SGS-COC-1242,Germany,Europe,"Postfach 1433, D-37504 Osterode",Mr. Bernd Hoffmann,+ 49 5327 593 14,+ 49 5327 593 01,,,27.12.02,27.12.07,trading with wood products
"Kosche GmbH Profilummantelung (INCLUDING:Emsland Paneel GmbH, Papenburg, Germany Kosche SA, Couvet, Switzerland Kosche Holzprogramm GmbH, Pettenbach, Austria",SCS-COC-00247,Germany,Europe,Bövingen 100 D-53804 Much,Mrs. Birgit Ochtendung,+ 49 2245 6673,+ 49 2245 6611,Kosche.de@t-online.de ,,01.03.01,01.03.06,"Manufacturer of Mouldings, MDF-Mouldings, Fibre Insulating Boards. Either 100% (Mouldings) or at least 30% (MDF-Mouldings and Panels) and 80% (Fibre Insulating Boards) of the wood used in the manufacturing process of these products is FSC-certified."
Stora Enso Forest Central Europe GmbH,SGS-COC-1240,Germany,Europe,"Stora Enso Forest Central Europe GmbH, Moskauer Str. 27, D-40227 Düsseldorf, Mr. S. Sortino,",Mr. Salvatore Sortino,".: +49(0)211 581 2225,","+49(0)211 581 2771,",salvatore.sortino@storaenso.com ,,17.12.02,17.12.07,procurement of roundwood from certified sources
Bewerma Group,SCS-COC-00232,Germany,Europe,Brandsende 2 – 4 20095 Hamburg,Jürgen Butczynsky,+ 49 421 337 8543; 44,+ 49 421 337 8599,office@wematimber.de ,www.wematimber.de,01.03.01,01.03.06,Natural decorative wood products and sawn timber from FSC-endorsed certified forest operations.
Bau-und Möbeltischlerei Thielk,GFA-COC-1014,Germany,Europe,"Bützowersrasse 46, D-18249 Penzin",Mr. J. Thielk,+ 49 38 464 20352,+ 49 38 464 22886,tischlereithielk@aol.com ,,12.12.00,11.12.05,"furniture, deck chairs, garden construcitons housing construction, wooden stairs, windows, doors, interios (kitchen etc.) flooring"
Holzindustrie Funke GmbH,SGS-COC-0576,Germany,Europe,"Giebelscheidstr. 48, 57408 Finnentrop-Fretter",Mr R. Funke,+ 49 27 244 70; 479,+ 49 27 248 130,,,08.12.00,07.12.05,Production of wooden garden items. Herstellung von Gartenholz-Artikeln.
Steinmann and Co. GmbH,SGS-COC-0547,Germany,Europe,"Hans-Riedl Strasse 21, D-85622 Feldkirchen",Uwe Rothenberg,+ 49 899 9155 121,+ 49 899 9155 126,,,24.10.00,23.10.05,Woodfibre and sortboards
Schleipen & Erkens AG,SGS-COC-0380,Germany,Europe,"Production Site Jülich, Rathausstr. 29, D- 52428 Jülich",Ms. Sonja Tekath,+ 49 2461 623 162,+ 49 2461 560 62,,,10.12.99,09.12.04,Manufacture of silicon coated release paper from raw paper containing at least 70% certified fibre
Gebrüder Heinzelmann GmbH,SGS-COC-0365,Germany,Europe,"Halbmeil 3, D-77709 Wolfach-Halbmeil,",Mr Reinhard-Georg Koch,+ 49 7834 83 69 0,+ 49 7834 83 69 99,,,24.11.99,23.11.04,"Sawing, kiln drying and processing of certified roundwood for the manufacture of dimensional products, frames, boards and planks, stakes, square and round posts from certified spruce, fir,pine and douglas fir"
Stora Enso Maxau GmbH + Co.,SGS-COC-0310,Germany,Europe,"Mitscherlichstrasse, 76187 Karlsruhe DE",Mr Jörg Böttger,+ 49 721 9566 247,+ 49 721 9566 128,ingrid.ebert@storaenso.com ,,26.08.99,26.08.09,Herstellung von Tapetenrohpapier aus zertifiziertem Sulfat-Zellstoff und zertifizierten Fichten- und Tannenholzschliff mit insgesamt mindestens 30% zertifizierter Faser Manufacture of wallpaper base from certified sulphate pulp and certified spruce and fir mechanical pulp with a minimum of 30% certified virgin fibre.
EMLER Holzwaren,IMO-COC-20183,Germany,Europe,"Im Erzenbach 2, D-79297 Winden",Mr. Alex Emler Holzwaren,+ 49 7682 496,+ 49 7682 6285,,,08.01.01,31.12.04,wooden frames for pictures and mirrors
Furnierwerk Winsen GmbH,SCS-COC-00210,Germany,Europe,"Tönnhäuser Weg 100-106, D-21423, Winsen/Luhe",Mr. Hans-Berthold Kamm,+ 49 4171 6590,+ 49 4171 64950,info_fww@danzer.de ,www.danzer.de,01.12.00,01.12.05,Veneer and Timber
Holzwerk Häussermann GmbH & Co.KG,GFA-COC-1010,Germany,Europe,"Ittenberger StraSe 23, 71555 Sulzbach/Murr",Mr. Thomas Willing,+ 49 7193 5437,+ 49 7193 5439,service@haeussermann.de ,www.haeussermann.de,14.09.00,15.09.05,Planing products from several tree species wooden products from several hard and soft woods.
"Nielsen Design GmbH und Co. KG., Bilderrahmenfabrik.",SCS-COC-00191,Germany,Europe,"Roentgenstrasse 8-12, D-33378 Rheda-Wiedenbrück",Mr. Markus Brinkmann,+ 49 5242 4105 0,+ 49 5242 4907 7,mbrinkmann@nielsen-design.de ,www.nielsen-design.de,01.11.00,01.11.05,Picture frames from Solid Wood and MDF Profiles.
Sehlmann Fensterbau GmbH,SCS-COC-00197,Germany,Europe,Lessingstraße 34 D-21629 Neu Wulmsdorf,Mr. Werner Hentz,+ 49 40 700 164 23,+ 49 40 700 164 10,sehlmann@t-online.de ,,01.10.00,01.10.05,Windows of solid wood of different timber species.
Brema Marketing GmbH & Co. KG,SGS-COC-0462,Germany,Europe,"Lübkemannstr. 7, 28876 Oyten",Mr.Thomas Berg,+ 49 4207 919715,+ 49 4207 919710,,,19.05.00,19.05.05,"trading in garden furniture at the following sites: Brema marketing GMbh, co., kg in Oyten Unimet GmbH & Co, Zentral-KG in Oyten, Unimet Zentrallager Nord GmbH & Co. Handels-KG in Oyten, Unimet Zentrallager Hildesheim GmbH & Co. Handels-KG in Hildesheim, Unimet Zentrallager Ost GmbH & Co. Handels-KG in Neuruppin"
Löffert GmbH Stielfabrik,IMO-COC-21044,Germany,Europe,"Fuldaer Str. 28, D-36391 Sinntal-Oberzell",Mr. Klaus Löffert,-16247,-16267,info@loeffert-stiele.de ,www.loeffert-stiele.de,16.03.01,31.12.04,tool handles
Heilemann Schreibgeraete GmbH & Co. KG,SCS-COC-00650,Germany,Europe,"Baenglesaecker 2 , Schwäbisch Gmünd, D-73527 GERMANY",Heinrich Schmid,+49-(0) 7171 - 977 97 - 0,+49-(0) 7171 - 977 97 -25,info@heilemann-germany.de ,www.heilemann-germany.de,27.09.04,26.09.09,Manufacturing and distribution of wooden writing instruments
Jung Garten & Freizeit Vertriebsgesellschaft mbH,GFA-COC-1090,Germany,Europe,"Am Blücherflöz 1, 66538 Neunkirchen",Mrs Seck,+49 -6821 8605-44,+49-6821 983029,info@jung-nk.de ,www.jung-nk.de,22.07.04,21.07.09,Tool handles
Test Rite Germany Import GmbH,GFA-COC-1144,Germany,Europe,"Merkurring 82, 22143 Hamburg",Mr Müller,+49 40 60 68 70 93,+49 40 60 68 70 193,jmueller@testrite.de ,www.testrite.de,26.05.04,25.05.09,"Garden furniture and garden articles (e.g. shelves, cupboards, storage boxes); building elements (e.g. windows, doors)"
Fuchs Holz Handelsgesellschaft mbH,GFA-COC-1155,Germany,Europe,"St.-Georg-Str. 9, 92334 Berching-Holnstein",Mr. Rudolf Spieß,+49 8460 9019 41,+49 8460 90119 40,spiess@fuchs-holz.de ,www.fuchs-holz.de,29.07.04,28.07.09,"Schnittholz, Gartenholz"
Sahm GmbH Holzimport/Holzhandel/Holzverarbeitung,SCS-COC-00637,Germany,Europe,Heisterberger Weg 5 35767 Breitscheid-Gusternhain,Rüdiger Stahl,+49-(0)2777-6061,+49-(0)2777-345,info@sahm-holz.de ,,06.08.04,05.08.09,
MOCO Holzwerk GmbH & Co. KG,SCS-COC-00643,Germany,Europe,Bauhofstraße 1 04683 Naunhof / OT Ammelshain,Carsten Hagendorff,+49-(0) 3 42 93-518-0,+49-(0) 3 42 93-518-23,carsten.hagendorff@moco.de ,www.moco.de,30.07.04,29.07.09,Manufacturer of Mouldings: Minimum 70% FSC-certified content
Gebr. Rasch GmbH & Co. KG,GFA-COC-1158,Germany,Europe,"Raschplatz 1, 49565 Bramsche",Mr. Thorsten Voß,+49 5461 81 12 09,+49 5461 81 12 15,thorsten.voss@rasch.de ,www.rasch.de,17.08.04,16.08.09,
Isako-Werkzeuge,GFA-COC-1163,Germany,Europe,"Teschensudberger Str. 13 b, 42349 Wuppertal",Mr. J. Jöcker,+49 0202 4297322,+49 0202 4297323,info@isako-werkzeuge.de ,www.isako-werkzeuge.de,23.08.04,22.08.09,Werkzeugstiele und -griffe aus Massiv- und Sperrholz
Hardenberg & Schmidt GmbH & Co.KG,IMO-COC-24095,Germany,Europe,"Engerser Landstr. 137, DE, 56564 Neuwied",Mr Jörg Schmidt,-10979,-11009,oerg.schmidt@schmidt-profilleisten.de ,www.schmidt-profilleisten.de,23.07.04,31.12.05,round wood
Nordbayerische Holzindustrie GmbH,SCS-COC-00603,Germany,Europe,An der Bahn 4 97618 Unsleben,Ulrich Zeeb and Marcel Kälber,49-(0)9773-91070,49-(0)9773-713,nordbayerische@t-online.de ,,09.09.04,08.09.09,"Manufacturer and distributor of round wood, sawn wood and veneer"
OZ Druck und Medien,GFA-COC-1190,Germany,Europe,"Römerstrasse 90, 79618 Rheinfelden",Mr. Hans Kulczynski,+49 (0) 7623964158,+49 (0) 762396464158,hkulczynski@oz-bpv.de ,,20.09.04,19.09.09,Druckerzeugnisse printing
Hermann Schwandt Schwan-Werkzeugfabrik,GFA-COC-1191,Germany,Europe,"Stursberg I/9, 42899 Remscheid-Lüttringhausen",Mr. Udo Haldenwang,+49 (0) 2191 5728,+49 (0) 2191 51089,info@schwan-rs.de ,www.schwan-rs.de,20.09.04,19.09.09,
"Johann Führ&Söhne, Pinselfabrik GmbH",IMO-COC-24160,Germany,Europe,"Ansbacherstr. 27-29, DE, 91572 Bechhofen",Mrs. Kristina Brandl,-91923,-91955,info@fuehr-pinsel.de ,,09.09.04,31.12.05,wooden brushes
GUTEX,IMO-COC-22066,Germany,Europe,"Gutenburg 5, 79761 Waldshut-Tiengen",Mr. Bernd Albrecht,-13843,-14943,info@gutex.de ,www.gutex.de,04.02.03,31.12.04,wood fibre boards
Brühlsche Universitätsdruckerei GmbH & Co KG,GFA-COC-1165,Germany,Europe,"Wieseck, Am Urnenfeld 12, 35396 Gießen",Mr. Hans-Jürgen Koob,+49 (0) 641 9504 411,+49 (0) 641 9504 400,hans-juergen.koob@buehlgiessen.de ,www.bruehlgiessen.de,20.09.04,27.02.06,Druckerzeugnisse Printed products
Thermopal Dekorplatten GmbH & Co. KG,SGS-COC-1118,Germany,Europe,"Wurzacher Straße 32, D-88299 Leutkirch",Mr. Singer,49 7561 89 378,49 7561 89 232,,,14.08.02,14.08.07,"manufacture of raw and coated chipboards, containing a minimum of 30% certified raw material"
Claus Rodenberg Waldkontor GmbH,GFA-COC-1112,Germany,Europe,"Schmiedekoppel 7-9, D-23847 Kastorf",Mrs. Zimmermann,+49-4501 8201 88,+49-4501 8201 87,info@waldkontor.com ,,07.10.04,06.10.09,"pulpwood, sawlogs (roundwood)"
Jürgen Schwaderer e.Kfm.,SGS-COC-1849,Germany,Europe,Neureut 16 D - 74632 Neuenstein,Jürgen Schwaderer,52.0499232,52.0499232,saegewerk.schwaderer@t-online.de ,,23.09.04,23.09.09,"Hardwood, mainly beech / sawn timber"
Klöpferholz GmbH,SGS-COC-1861,Germany,Europe,"Schleißheimer Str. 104, D – 85748 Garching",Mr. Eugen Dickerhoff,"+49 89 329 51 431,","+49 89 329 51 914,",eugen.dickerhoff@kloepferholz.de ,,08.10.04,07.10.09,"Timber, planed wood, boards, doors, interior wood products"
Papier Union GmbH,GFA-COC-1147,Germany,Europe,"Warburgstraße 28, 20354 Hamburg",Mr. David Wischmann,+49-40-411 75 144,+49-40-411 75 191,david.wischmann@papierunion.de ,www.papierunion.de,12.10.04,11.10.09,"Paper (office and communication papers and cardboard, graphic printing papers and cardboard, envelopes)"
HolzFormArt,GFA-COC-1035,Germany,Europe,"Heinrich-Malina-Strasse 108, 47809 Krefeld",Mr. Molter,+ 49 2151 304970,+ 49 2151 305976,HolzFormArt@t-online.de ,,04.04.02,03.04.07,"interior design elements, shop fitting"
Udo & Michael Schmitz GbR.,SGS-COC-1195,Germany,Europe,"Schmeifelstraße 1, D-54597 Ormont",Mr. Udo Schmitz,49 6557 862,49 6557 1354,,,25.10.02,25.10.07,"harvesting, trading and transport of round wood"
Joh. Seibert Soehne KG,SGS-COC-1196,Germany,Europe,"Post Box 1228, D-64711 Erbach-Eberberg",Mr. Hendrik Lenz,49 6062 3114,49 6062 5344,,,25.10.02,25.10.07,production of and trading with sawn wood
Drewsen Spezialpapiere GmbH & Co.,SGS-COC-1179,Germany,Europe,"Posttfach 1151, 29329 Lachendorf",Mr. Carsten Gatz,49 5145 880,49 5145 2369,carsten.gatz@drewsen.com ,,25.10.02,25.10.07,manufacture of uncoated wood-free paper containing a minimum of 50% certified pulp
Werth-Holz GmbH,SGS-COC-1216,Germany,Europe,"Therecker Weg 11, D-57413 Finnentrop-Roenckhausen",Mr. Meinolf Mertens,49 2395 189 172,49 2395 189 193,,,22.11.02,22.11.07,trading with wooden garden items
Tombers Hartholz GmbH,SCS-COC-00493,Germany,Europe,Gewerbegebiet 54552 Mehren,Mr. Marcus Tombers,49 6592 667,49 6592 8292,info@tombers-hartholz.de ,www.tombers-hartholz.de,12.12.02,12.12.07,"Sawnwood, laminated boards, mouldings, planed timber"
Randolff Rahmen GmbH,SCS-COC-00473,Germany,Europe,"Wilhelm-Strater-Str. 10, D- 41236 Mönchengladbach",Mr. Bernd Cremer,49 2166 21728-0,49 2166 21728-28,stephan.wunderlich@b-h-pictureframes.com ,www.bilderrahmen-randolff.de,12.12.02,12.12.07,Picture frames from FSC-certified wood
Fritz Kohl GmbH + Co. KG,SCS-COC-00494,Germany,Europe,"Furnierwerk, Laudenbacher Weg 22, D-97753 Karlstadt/Main",Mr. Hubert Müller,49 9353 795-0,49 9353 795-100,www.veneerwood.com,,12.12.02,12.12.07,Sawnwood and veneers
Intecfor GmbH,SGS-COC-1236,Germany,Europe,"Willi-Messerschmidt-Str 31, D-50126 Bergheim",Mr. Heinz Marx,+ 49 227 9889 10,+ 49 227 9889 22,email@intecfor.de ,,05.12.02,05.12.07,"trading with wood products, manufacture of furniture and interior products"
KLS Alben GmbH,SGS-COC-1834,Germany,Europe,"Novesiastrasse 60, D-41564 Kaarst",Mr. Paul Loch,+49 (0)2131 517910,"+49 (0)2131 517999,",,,02.09.04,01.09.09,„Handel mit Bilderrahmen“ „Trading with picture frames“
